AGID,mock 3h (F1),mock 3h (F1),CHX 3h (F1),CHX 3h (F1),MG132 3h (F1),MG132 3h (F1),mock 12h (F2),mock 12h (F2),PNO8 1uM3h (F1),PNO8 1uM3h (F1),PNO8 1uM12h (F2),PNO8 1uM12h (F2),mockBrz 3h (G),mockBrz 3h (G),PNO8 10uM3h (G),PNO8 10uM3h (G),Ibup 3h (F1),Ibup 3h (F1),B9 3h (F1),B9 3h (F1),Sal 3h (F1),Sal 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),Brz220 10uM3h (F1),Brz220 10uM3h (F1),Brz220 10uM12h (F2),Brz220 10uM12h (F2),Brz91 3h (F1),Brz91 3h (F1),Brz91 12h (F2),Brz91 12h (F2),mockBrz 3h (G),mockBrz 3h (G),Brz220 3uM3h (G),Brz220 3uM3h (G),mock 3h (F1),mock 3h (F1),AgNO3 3h (F1),AgNO3 3h (F1),AVG 3h (F1),AVG 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),PPI 3h (F1),PPI 3h (F1),PPI 12h (F2),PPI 12h (F2),Unic 3h (F1),Unic 3h (F1),Unic 12h (F2),Unic 12h (F2),Pac 3h (F1),Pac 3h (F1),Pac 12h (F2),Pac 12h (F2),PX 3h (F1),PX 3h (F1),PX 12h (F2),PX 12h (F2),Cont (C1),Cont (C1),Cont (C1),Zeatin20uM (C1),Zeatin20uM (C1),Zeatin20uM (C1),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),mock 3h (F1),mock 3h (F1),246T 3h (F1),246T 3h (F1),PCIB 3h (F1),PCIB 3h (F1),TIBA 3h (F1),TIBA 3h (F1),NPA 3h (F1),NPA 3h (F1),mock 30m (A1),mock 30m (A1),IAA 30m (A1),IAA 30m (A1),Zeatin 30m (A1),Zeatin 30m (A1),GA 30m (A1),GA 30m (A1),ABA 30m (A1),ABA 30m (A1),MJ 30m (A1),MJ 30m (A1),ACC 30m (A1),ACC 30m (A1),BL 30m (A1),BL 30m (A1),mock 1h (A2),mock 1h (A2),IAA 1h (A2),IAA 1h (A2),Zeatin 1h (A2),Zeatin 1h (A2),GA 1h (A2),GA 1h (A2),ABA 1h (A2),ABA 1h (A2),MJ 1h (A2),MJ 1h (A2),ACC 1h (A2),ACC 1h (A2),BL 1h (A2),BL 1h (A2),mock 3h (A3),mock 3h (A3),IAA 3h (A3),IAA 3h (A3),Zeatin 3h (A3),Zeatin 3h (A3),GA 3h (A3),GA 3h (A3),ABA 3h (A3),ABA 3h (A3),MJ 3h (A3),MJ 3h (A3),ACC 3h (A3),ACC 3h (A3),BL 3h (A3),BL 3h (A3),ga1mock 30m (A4),ga1mock 30m (A4),ga1+GA 30m (A4),ga1+GA 30m (A4),ga1mock 1h (A5),ga1mock 1h (A5),ga1+GA 1h (A5),ga1+GA 1h (A5),ga1mock 3h (A6),ga1mock 3h (A6),ga1+GA 3h (A6),ga1+GA 3h (A6),det2mock 30m (A7),det2mock 30m (A7),det2+BL 30m (A7),det2+BL 30m (A7),det2mock 1h (A8),det2mock 1h (A8),det2+BL 1h (A8),det2+BL 1h (A8),det2mock 3h (A9),det2mock 3h (A9),det2+BL 3h (A9),det2+BL 3h (A9),mock 3h (B),mock 3h (B),CN 3h (B),CN 3h (B),6DCT 3h (B),6DCT 3h (B),CT 3h (B),CT 3h (B),6DTE 3h (B),6DTE 3h (B),TE 3h (B),TE 3h (B),6D3DT 3h (B),6D3DT 3h (B),3DT 3h (B),3DT 3h (B),6DTY 3h (B),6DTY 3h (B),TY 3h (B),TY 3h (B),6DCS 3h (B),6DCS 3h (B),CS 3h (B),CS 3h (B),BL 3h (B),BL 3h (B)
AT5G54230,616.4,370.5,657.3,486.3,294.3,166.4,246.1,273.6,289.7,206.1,300.6,412.9,526.6,409.9,566.7,459.3,441.2,336.8,308.2,284.8,376,273.5,616.4,370.5,246.1,273.6,476.3,261,353.6,385.1,220.8,167.9,355.9,363.7,526.6,409.9,492.2,502.1,616.4,370.5,127.7,130.7,295.2,328.1,616.4,370.5,246.1,273.6,198.1,264.7,290.9,351.4,249.1,208,386.2,486.9,574.3,325.4,253.5,467.3,497.5,307.1,371.7,323.3,35.8,58.9,102.1,51.9,32.2,42.2,45.5,58.8,131.5,55.1,32.1,39.7,616.4,370.5,563.7,262.3,440.6,358.4,106,82.6,370.9,260.2,331,225.3,463.4,299.4,345.7,229.5,499.6,244.5,943.8,523,288.5,236.9,408.6,342,414.8,323.9,307.5,316.6,366.5,353.5,354.2,281.4,382.8,253.8,1677.9,1063.2,343.2,243.6,388.6,407.2,447.8,308.4,204.1,408,349.4,362.8,422.9,363.2,214.8,363.3,1118.9,893.6,206.7,290.3,311.8,330.3,414.7,331.3,1096.3,940.3,717,624.4,841.1,942.4,849.7,1312.9,1315.1,714.9,1054.7,742.5,573.5,816,581.4,917.5,589.8,569.5,540.5,567.3,258.7,801.7,759.6,844.1,322.2,282.2,418,376.2,344.5,361.5,485.8,126.2,144.1,281.6,248.8,420.2,285.2,179.3,566.2,247.4,519.9,358.5,283.9,349.8,445.1,599.1,473.5,487.5,263.5,380
AT5G54470,56.5,23.8,906.8,813.1,43.7,26.3,22.5,72.4,118.7,35.8,17.5,227.9,67.1,183.4,182.2,58.3,296.4,28.5,21.5,24.9,19.1,25.2,56.5,23.8,22.5,72.4,26,212.9,125.7,24.3,56.4,191.1,90.4,37.3,67.1,183.4,38.2,70.2,56.5,23.8,43.6,11.8,47.3,21.2,56.5,23.8,22.5,72.4,111,34.6,93.9,71.8,29.2,119.9,66,166.5,20.4,95.6,28.1,39.5,14.1,141.3,12.7,41.5,4.5,13.5,14.4,37.7,25.2,31.1,37.9,55,87.7,26.8,30,20.6,56.5,23.8,143.6,35.3,143.5,68.5,56.1,72,30.6,35.4,54.5,178.3,38.9,18.1,42.7,12.5,24.3,19.8,126,126.6,45.5,35.4,50.6,88.4,68.8,19.1,34.7,20.5,31.1,39,17.6,34.9,55.7,24.5,55.9,88.1,37.9,34,65.1,47,52.7,42.5,31,40.6,49.9,33.6,48.9,30.3,38.4,44.2,225.3,44.6,40.3,43.7,44.6,22.3,49.9,35.1,184.3,67.7,109.3,53.1,68.7,383.9,94.1,100.8,157.3,61.8,132.2,88.8,81,101.1,122.6,65.7,42.7,80.5,73.8,49.9,72.8,75.4,84.5,108.6,281.1,172.5,187.7,279.4,285.6,122.1,332,265.6,283.5,207.6,123.7,228.1,256.1,283.7,141.8,41.8,86,256.8,68.4,187.2,179.4,34.6,236.4,241.9,233.6,155.8
AT5G58010,1090.4,664.7,354.2,380.6,989,739.9,644.2,701.3,722.4,523.2,537.4,986.4,1230.6,1064.2,743.8,583.5,441,580.6,685.7,1131.5,627,666.5,1090.4,664.7,644.2,701.3,738.8,669.2,439,600.4,1022.6,560.4,729.5,834.2,1230.6,1064.2,1246.2,1056.5,1090.4,664.7,180,177,987.8,815.7,1090.4,664.7,644.2,701.3,603.7,592.8,410,1046.8,625.9,617.1,797.7,842.2,731,810.3,654.3,838.2,1230.7,1028,725.6,1006.4,77.5,103.8,150.8,78.8,105.1,77.4,74.5,48,161.6,67.4,50,52.3,1090.4,664.7,290.6,567.8,778.3,682.8,231.8,412.1,653.9,654.4,786.4,351.4,647.1,385.5,634.9,572.9,681.1,456.5,706.6,476.5,631.6,511.8,910.3,609,626,509.1,655.3,254.6,430.1,270.8,606.6,425.7,730.2,480.2,642.1,353.6,1005,327.1,636.7,446.9,1299,505.6,581.5,643.6,818.7,473.2,708.4,438.3,904.4,433.6,800.9,435.9,767.9,369.3,748,413,804.4,637.3,2599.8,1698.6,2799.1,1690.4,1572.3,2336.4,1256.5,2087.1,1733.7,1575.2,1682.2,1584,1472.7,1238.2,1615.1,1605.3,1083.4,953.1,933.4,747.4,1231.5,1066.1,1239.8,936.4,1423.2,800.3,1191.2,780,1602.6,968.5,1105.3,694.5,1144.9,1311.9,1288.7,900.1,1406.1,898.3,1022.8,1504.6,1064.6,995.4,1545.8,956.3,1573.2,1249.5,1445.8,1255.9,1141.8,1114.1
AT5G63280,830.4,431.9,552.2,549.9,768.9,665.6,473.4,579.9,734.8,453.3,573.5,618.6,590.1,586.2,453.4,427,503.1,408.7,715.4,663.7,881.3,545.5,830.4,431.9,473.4,579.9,766.3,503.9,443.1,643,655.3,633.1,453.9,549.5,590.1,586.2,642.5,689.1,830.4,431.9,703.4,541.8,838,480.6,830.4,431.9,473.4,579.9,602.4,584,553,576.1,760.3,490.3,495.8,746.5,866.5,718.2,500.7,777,911.6,607.1,544,561,105.3,116.7,263.6,161.9,177.4,182.9,105.2,164.9,234.1,161.2,180.7,157.8,830.4,431.9,602,497.1,741.3,507.8,683.4,573.1,751.6,637.9,375.1,433.2,389.7,437.5,567.9,485.3,623.1,423.8,448.8,361.5,315.6,421.9,543,451.6,501.1,319.6,372.4,417.4,422.6,343.6,451,476.5,408.3,457,392.2,415.2,406.7,348.9,434.9,422.5,526.5,387.2,361.6,359.3,438.6,449.9,503.8,370.7,397.8,333.8,362.1,414.8,363.3,367.5,511.2,292.8,380.6,357.7,1921.7,996.9,1548.6,1161.2,1130.4,1800.5,1136.4,1958.9,1383,1109.3,1378.8,1199.5,746.2,740,962.8,1241.1,655.8,747.2,739.8,698.7,561.4,685.7,817.1,823.1,717,803.3,865,1068.7,846.2,937.6,1009.9,793.2,620.5,829.9,839,802.2,764.9,795.5,796.7,894.9,889.3,760.5,937.7,957.4,842.3,704.2,771.3,946.2,654.8,879.2
AT5G65790,301.5,285.3,1765.8,1344.8,425.3,182.9,189.4,270,326.5,254.5,231.6,336,261.9,334.8,313.7,330.5,317.8,234,318.7,187.6,395.1,498.6,301.5,285.3,189.4,270,368.6,287.5,158.3,415.3,447.2,338.5,287.1,230,261.9,334.8,311.6,269.8,301.5,285.3,663.5,472.6,386.9,341.7,301.5,285.3,189.4,270,323.8,268,278.9,192.6,404.5,221.7,219.7,161.5,368.9,201.6,275.2,233.7,225.9,243,245.9,310.3,40.4,30.2,95.8,56.1,64.3,72.3,27.3,37.8,68.4,28.4,43.9,33.2,301.5,285.3,440.1,188.5,465,347.7,335.9,286.9,401.6,270.9,303.7,247.6,228.3,166.7,266.3,266.3,290.3,190.3,389.1,207.1,166.1,80.7,225.4,240.2,194.5,223,288.3,201.2,333.1,281.3,446.3,373.4,224.5,281.3,343.3,310.6,272.3,143.2,280.4,244.6,349.8,233.9,502.6,271.4,262.3,158.7,390.3,273.8,366.1,266.6,623.7,394.4,244.2,163.4,341.9,207.5,329.6,303.5,652.6,828.9,591.3,717.5,701.3,987.1,645.1,1026.9,820,989.5,841,921.7,202.3,231.2,105.8,428.1,293.1,318.3,334.5,303.9,367,443.2,489,531.3,230.8,579.8,180.3,574.3,242.7,412,426.6,404.8,119.2,434.1,268.5,322.5,301.1,379.7,185.9,457.2,279.7,431.4,320.1,569.1,371.6,354.6,244.8,479,286.6,403.1
AT5G67190,342.8,49,171.9,51.3,65.4,216.5,22.6,283.1,232.3,41,194,323.8,188.5,211.4,198,83.6,201.5,49.4,308.5,142.7,187.2,52.3,342.8,49,22.6,283.1,54.5,111.8,214.6,177.1,157.4,227.6,187.1,355.2,188.5,211.4,144.4,15.2,342.8,49,347.2,149.3,318.8,217.2,342.8,49,22.6,283.1,276,128.2,168.4,152.8,240.5,67.3,67.1,256.9,128.4,180.7,75.1,189.6,282.6,66,17.1,145.8,82.4,105.9,242.3,97,95,110.1,24,42,20.7,21.3,10.7,24.4,342.8,49,222.6,18.9,157.7,57.8,58.2,80.4,78,340,210.6,133.8,78.3,328.6,212,316.9,38.4,119.6,156.7,197.8,46.7,78.2,53.9,123.7,58.4,38.8,45.9,145.8,141,22.2,179.1,141.9,32,40.8,172.7,177.2,23.9,33.2,179,59.6,180.6,42.3,46.6,98.5,88.5,28.3,55.8,34.1,29.5,116.5,37.4,28.6,45.6,152.4,54.4,37.5,43,237,545.9,76.4,327.2,55.1,87.3,128.6,37.5,157.4,158.7,138.5,81.9,158.4,89.8,90.8,186.3,136.9,235,75.3,300.2,274.6,362.4,231.6,192.6,658,397.3,183.5,599.4,291.8,572.3,218.2,557.6,419.6,534,580.9,864.1,703.8,842.2,648.5,1152.2,445.8,585.5,518.9,760.5,617.8,940.9,461,888.6,159.9,1131.8,606.8
AT1G69490,164.6,42.6,1204,744.3,251.2,27.6,194,398.5,261.8,47.9,252.3,271,419.9,651.4,762.2,826.1,126.4,40.3,242.6,47.5,305.4,233.7,164.6,42.6,194,398.5,217.8,191.7,258.2,273.9,53.5,169,287,50.4,419.9,651.4,517.1,605.4,164.6,42.6,778,306.7,60.2,81.6,164.6,42.6,194,398.5,234,240.1,234.7,63.5,321.6,96.7,477.2,116.3,164.9,189.2,62.6,47.4,242.9,66.8,57.8,22.8,208.5,238.8,514,182.4,206,182.3,175.3,304.6,1166.9,1546.3,1432.8,1240.8,164.6,42.6,371.3,104.6,181.2,42.8,662.6,34,31.5,18.6,271.5,353.8,372.9,174.8,41.9,249.1,48.2,337.5,563.8,545.3,72.8,243.6,346,344.2,176.6,286,476.3,352.4,47,89.5,23,22.1,55.6,19.1,974.1,606,86.5,175.1,438,333.8,206.5,157.3,523.1,289.2,550.7,525.7,252.2,155.4,137.8,229.4,4033.9,3991.6,45.6,45.1,372.4,477.7,620.8,786.6,620.4,62.6,316,239.7,78.3,402.2,112.4,72.1,95.2,309.5,43.6,95.3,68.1,105.2,519.5,95.6,399.1,493,90.8,471.2,451.1,125.9,785.4,380.4,31.9,168.7,258.6,296.7,250.8,103.3,210.4,145.6,246,23.5,231.2,34.8,178.9,270.1,164.1,93.2,22.5,101.8,58,41.5,235.4,254.3,297.4,138.4,54.9,273.3
AT1G72360,430.3,721.3,998.8,645,763.5,603.5,379.9,905.5,934.3,1028.5,529,825.9,689.1,718.9,1034,1329.5,481.1,479.2,772.2,744.7,467.3,405,430.3,721.3,379.9,905.5,616.7,572.7,449.6,985.1,862.8,801.9,675.1,837.9,689.1,718.9,743.3,643.4,430.3,721.3,641.7,640.8,642,424.8,430.3,721.3,379.9,905.5,757.5,829.1,750.2,625.8,944.3,732.8,611.2,911,575.5,644.8,433.6,716.3,467.1,317.2,283.5,447.9,362.9,478.1,1079.5,191,203.8,243.4,197.1,330.6,946.8,728.7,751,634,430.3,721.3,530.9,505.5,570,388.1,439.8,425.8,514.8,687.3,728.3,389,669.7,400.9,402.9,273.1,832.9,500.7,519.4,314.2,621.1,386.5,1070.1,580.9,893.7,427.4,648.6,416.6,534.7,455.9,363.9,316.5,709.7,399.1,262.8,192.1,584.9,360.3,696.2,749,1022.5,601.8,730.7,404.2,449.9,459.2,328.2,244.2,587.1,503.4,379.1,233.2,657.4,210.6,1317.6,527.5,759.9,391.1,1434.3,1124.6,1089.9,830.9,778.3,1200.4,1089.5,1344.9,875.5,777.2,909.8,1080.6,1455.7,1114.6,1716.1,1166.1,841.7,876.9,1054.1,750,1002.3,881.6,1300.3,826,1156.6,1071.5,1004.1,1060.5,1251.1,1723.1,933.9,1529.6,1209,1206.2,1162.6,1844.4,1586.6,1392.3,1889.9,1495.3,1265.2,1176.5,1957.1,1457.2,2127.6,534.5,1515.6,1481.5,1724.4,1383.1
AT2G28710,172.5,127.6,175.8,196.3,48.2,115.3,110.5,57.7,184.4,112.7,153.6,170.3,221.1,194.5,490.3,513.4,232.3,172.5,168.9,129.3,78.7,130.4,172.5,127.6,110.5,57.7,137,177.5,115.5,59.3,247.2,124.5,206.4,31.7,221.1,194.5,158.6,231.6,172.5,127.6,242.1,360.4,145.9,98.8,172.5,127.6,110.5,57.7,142.4,76.6,143.5,161.5,141.3,127.2,81.2,192.5,128.8,158.9,138,161.2,82,123.2,57.8,244,44.7,65.2,160.6,55.9,76.8,57.6,59.6,119.2,128.3,88.4,88.6,65.8,172.5,127.6,301.3,198.2,272.7,152.4,151,226.2,103.7,52.9,21.2,151.6,120.9,161,18,201.6,174.7,116.1,198.2,168,147.6,45.1,262.1,112,178.9,247,200.9,149.7,23.4,100.1,234.1,117.2,184.2,172.8,46.4,17,126.8,135.1,154.9,97.3,292.6,267.3,180.6,188.6,178.5,30,228,112.9,175.3,21.1,36.4,105.6,59.6,148.6,88.3,125.3,51.6,81.7,259.1,444.9,534.9,363.5,306.5,465.1,331.6,113.6,57.7,332.8,319.5,534,446.1,321.9,60.1,373.4,196.7,369.8,40.7,187.4,413.2,271,174.6,471.2,156.5,187.6,167.6,202.1,113.2,114.3,216.7,174.5,254.4,51.6,211.5,218.3,53.6,141.7,74.8,39.2,148.8,143.1,181,160.5,261.5,239.6,100.3,175.9,160,110.4
AT2G40740,166,30.3,4320.2,3105.9,195.7,60.2,27,42.2,63,88.2,45.5,125.8,241.4,94.2,193.5,162.1,100.3,50.8,34.2,54.3,90.8,136.1,166,30.3,27,42.2,49.3,72.4,128.8,73.4,43,85.8,117.7,144.1,241.4,94.2,156.3,410.6,166,30.3,408.9,163.8,31.2,116.2,166,30.3,27,42.2,52,140.6,19.4,265.6,302.2,219.5,98,256.8,165.5,27,11.1,258.4,91.2,60,14.1,36,26.8,34.3,39.9,30.9,31.7,17.3,31,30.1,15.4,48.3,64.8,36.9,166,30.3,154,158,77.7,228.7,423.6,53.2,335.6,245.8,150.6,149.3,199.4,112.7,33.2,26.7,70.1,77.6,234,22.9,133.6,122.6,137.7,80,316,70.8,225,42.7,170.5,61,153,87.2,85.2,111.3,63.4,33.9,75.4,102.4,66.4,183.8,209.1,24.3,119.4,138.3,214.2,52.9,52.5,176.4,191.6,53.7,162.6,32.1,176.9,189.4,98,127.7,233.5,169.7,254.6,191.5,81.6,167.1,204.8,296.7,204,288.5,122.9,242.1,271.4,134.6,325.7,254.8,485.8,384.2,410.3,218.9,100.3,295.4,678.3,260,215.8,150.6,214,50.5,149.9,27.4,67,57.8,111.2,27.5,220.3,44.7,40.8,19.6,23.5,52.9,61.4,110.5,132.7,75.1,26.4,187.9,67.8,51.3,216.4,92.7,61.2,31
AT2G47520,42,32,7577.4,4582.6,441.3,378.4,27.3,193,251.8,434.9,62.2,239.9,44.2,46.3,554.2,1324.8,295.9,365.4,43.9,243.9,108.8,506.5,42,32,27.3,193,28.9,147.2,14.3,231.2,225.5,253.7,61.4,151.3,44.2,46.3,31.5,165.2,42,32,231.3,217.9,48.8,141,42,32,27.3,193,105.9,56.7,133.4,282.4,30.6,144.1,21.6,148.2,130,302.8,22.3,70.1,35.1,194,25.2,58.9,39.6,72.3,69.5,45.6,48,43.4,27.8,42.1,118.7,218.4,177.6,157.3,42,32,233.7,229.7,21.2,130.4,2135.7,2412.4,30,180.1,192.3,101.6,51.7,109.5,22.9,29.9,34,36.9,34.9,113,236.8,30.9,37.3,47,28.1,168.9,26.4,20.7,142.8,52.3,174.2,34.7,260.7,12.9,23.2,30.8,27.8,45.6,46.5,74.5,27.9,55.5,15,52.7,83.2,141.7,124.1,86.6,22.9,98.1,91.8,27.8,117.1,7.8,36.3,124.7,62.4,32,161.5,141.4,598.7,46.7,400.6,69.9,589.9,86.1,63.3,78.1,199.1,214.5,130.3,229.2,503.6,70.8,77.7,332.8,209.2,60.3,63.1,226.1,286.3,56.1,476,369.7,54.3,283,297,391.9,345,453,576.9,415,146,454.7,593.3,458.4,771,402.4,380,537.7,431.3,476.8,275,282.2,312.3,292.5,304.4,237.1
AT4G35900,39,246.8,226.4,518.9,295.6,141.2,33.8,178.9,301.9,61.8,101.3,317.8,41.9,48.5,218.7,282.4,294,57.9,223.4,207,184.2,68.9,39,246.8,33.8,178.9,348.3,136.2,105,195.9,113.5,232.2,140.2,153,41.9,48.5,120.3,125.9,39,246.8,221,152.5,362.1,144.6,39,246.8,33.8,178.9,138.5,188.6,76.5,64.3,103.3,19.2,109.9,171.5,192.3,198.6,68,146,42,421.7,218.7,192.2,45.6,42.2,109.2,44.9,31.1,50,13.1,33.3,41.6,42.9,21.5,12.3,39,246.8,236.8,59.1,294.3,184.7,89.6,183.9,318.1,259.8,185.7,187.7,167.3,156.1,242.4,142.2,111.4,115.5,261.3,53.8,180.5,135.7,206,203.6,247.4,125.8,94.5,91.1,73.5,95.7,229.5,128,205.4,20.2,182,83.6,256,95.1,160,215.7,276.3,30.9,134.1,202.9,236.1,201.5,138.5,124.9,168,301.9,100.7,166.4,105.2,76.2,233.1,193.3,236,33.3,141.9,388.1,351,125.8,448.2,637.3,510.6,880.4,279.9,272.5,405.2,514.9,494.5,189.7,379.3,602,72.9,277,42.2,77.1,492.4,530.5,438.6,481.8,53.4,153.2,259.8,35.2,332.9,212,102.2,248,211.4,73.5,56.3,67.9,252.1,231.1,32.4,91.9,119.4,210.7,64.5,102.3,293,308.6,191.1,323.8,144.8,174.9
AT4G39410,278.7,351.2,226.2,389.9,334.5,163.8,154.6,175.6,212,275.5,179.7,415.5,171.7,267,325.3,439.4,90.2,321.6,268.2,233.5,274.2,139.4,278.7,351.2,154.6,175.6,364.8,216,126.6,51.8,195.8,250,273.6,266,171.7,267,347.4,183.2,278.7,351.2,151.5,223,382.6,178.7,278.7,351.2,154.6,175.6,170.8,140.2,154.6,367.8,215.4,197.2,113.7,228,209.3,155.3,194.4,248.9,441,327,269,408.4,13.7,27.4,47.1,37.1,29.6,45,26.7,19.1,46.4,27.4,18.7,28.6,278.7,351.2,334.8,274.9,227.6,227.5,296.2,338.1,382.8,220.8,167.3,163.1,281.5,209.9,288.2,157.9,182.3,100.6,209.3,113,244.7,125.8,438.1,195.3,176.3,226.4,176.6,141.9,259.6,106.8,313.5,92.2,176,124.7,186.7,169.3,208.6,98.7,344.9,223.2,364.7,189.3,191.1,184.6,196.3,323.6,311.8,216.7,201.3,227.4,182,103.1,213.4,151.7,380.5,85.2,247.7,221.9,626.8,659.7,418.5,365.4,343.7,751.5,282.1,427.2,327.3,514.6,215.6,386.8,537.6,658.9,437.7,462.3,381.3,390,481.7,452.3,375.7,313.4,491,387.3,437.3,411,197.4,323.6,462.3,302.7,397.1,226.8,223.7,266.2,195,251.9,372.6,282.5,173,298,268.8,197.5,428.1,280,292.4,372,169.3,287.7,284.7,482.7
AT5G03150,611.3,461.6,226.9,56.8,853.1,386.6,394.5,497.3,341.3,114.6,363.3,349.1,870.3,428.4,519.1,768,546.2,390.1,566.9,495.7,630.2,328,611.3,461.6,394.5,497.3,661.3,332.2,324.9,327.1,496.4,492.2,306.7,521.9,870.3,428.4,495.8,504.8,611.3,461.6,483.2,83,705.7,430.9,611.3,461.6,394.5,497.3,481.1,386.7,354.3,414.6,709.9,440.7,141.7,475.3,667.1,381.5,405.6,456.1,720.4,456.8,229.1,335,6.1,55.3,68,36,13.7,62.2,5.8,8.1,54.5,56.4,12.3,63.4,611.3,461.6,460.2,494.1,562.8,353.2,421.9,365.3,615.6,385.1,394.4,336.7,426.8,380.3,110.1,255.7,515.4,334.2,111.4,361.9,267.6,48.3,143.2,436.6,582.4,456.2,482.7,326.5,603.4,323.7,372.1,341.5,291.5,96.9,296.4,347.9,366.5,176.5,652.2,375.8,651.5,328.8,415.9,284.9,510.2,351.1,384.4,392.8,516.7,294,314.9,62.1,235.3,198.4,424.6,342,494,410.9,915,791.6,827.5,1069.3,941.2,1697.6,996.7,1497.7,1271.4,1285,836.2,881,981.7,1125.1,723.8,1437.7,806.1,580.6,749.8,708.8,263.4,863.1,1164.3,1188.2,811,783.3,614.5,1103,888,1145.9,716.1,755.9,476.2,860.1,608.5,873.4,914.1,802,612.4,822.9,691,733.6,494.8,1263.8,788.7,969,365.1,822.5,597.4,868.2
AT5G17490,128.2,14.8,31,7.4,201.2,19.5,6.8,8.5,71.3,39.3,72,113.7,110.7,69.4,8.8,13.1,125.8,140.2,26.1,14.6,72.7,16.1,128.2,14.8,6.8,8.5,18.1,9,116.6,13.9,47.9,9.8,19.6,14.7,110.7,69.4,28.7,13.4,128.2,14.8,13,102,12.7,11.4,128.2,14.8,6.8,8.5,136.1,11.5,58.9,150.3,19.2,30.9,11.7,60.7,124.3,6.3,67.5,134.3,39.6,47.8,14.9,26.2,1.8,21,22.6,1.2,2.3,1.5,18.4,8.7,20.9,3.1,23.8,10.3,128.2,14.8,37.8,17.9,53.6,18.4,15.3,25.5,22.5,27,12.3,51.2,17.6,34.7,16.1,9.9,18.6,5.7,19.8,16.8,511,238.8,17,7,10.7,17.1,113.3,12.1,24.3,11.4,17.9,15.4,129.3,3.9,12.2,6,508.4,401.3,14.3,16.7,14.4,16.8,13.3,18.1,7.6,19.3,25.2,13.9,137.6,21,187.7,162.3,451,371.4,12.8,21.6,17.8,17.1,35.6,41.9,145.7,84.9,29.4,28.6,23.6,60,33.8,35.1,43.5,75.3,44.9,34.2,229.9,56.8,36,216,144.2,107.1,41.6,30.2,113.8,322.6,179.3,195.6,155.4,177.9,137.5,148.3,23.6,131.1,171.7,197.4,143.1,30.1,128.1,30.3,222.1,44.2,80,276.3,287.9,171.7,143.4,157.3,33.8,241.4,176.1,199.8
AT5G25490,356.9,181.8,199.7,143.3,235.9,157.7,154.1,273,230.7,162.1,89.8,313.2,374.2,253.9,346.4,439.4,290.6,264.6,281.7,232.7,271.9,212.9,356.9,181.8,154.1,273,358.6,227.9,271,313.9,233.1,197.5,171.1,343.5,374.2,253.9,361.9,345.3,356.9,181.8,108,69.4,176.2,209.6,356.9,181.8,154.1,273,259.3,255.4,192.1,200.1,272.7,285.3,203.3,386.8,219,295.1,216.5,303.7,235.7,230,218.4,224.5,25.1,46.5,79,47.6,60.2,45.3,56.7,57.8,113.6,58.9,50.2,52.4,356.9,181.8,288.1,256.7,119.8,242.6,362.4,142.6,333.6,230.5,265.7,168.4,350.4,156.3,297,129.7,302.7,249,300.5,180.6,139.5,180.3,187.3,264.1,322.3,255,310,215.6,270.9,288.4,356.7,213.7,245,215.9,315.3,192.5,316.4,197.6,351.2,354.6,288.5,254.4,310.7,311.7,341.2,203.8,285.1,226.8,264.6,239,321.5,182.7,225.1,264.5,350.2,311.2,170.4,242.8,354.9,289.4,531.6,510.2,442.1,548.8,438.4,481.2,471.1,455.3,469.2,504.8,627.1,572.5,547.8,647.3,620.4,517.1,701.8,417.8,460.2,641.2,363.1,490.3,437.2,298.9,212.8,323.2,283,188.7,413.9,371.4,391.3,311.7,364.1,315.4,225.3,339,177,355.3,220.3,299,282.7,240.6,293.3,295.8,554.2,234.1,459.9,274
